ROI,Position_um,Intensity
0,0.00,196.1281

0,0.67,196.5895

0,1.34,197.0419

0,2.01,197.9942

0,2.68,198.465

0,3.35,198.6145

0,4.02,198.4913

0,4.69,198.5047

0,5.35,198.7773

0,6.02,199.4007

0,6.69,200.3324

0,7.36,200.7006

0,8.03,200.8983

0,8.70,200.9375

0,9.37,200.8108

0,10.04,200.4266

0,10.71,200.1321

0,11.38,200.4511

0,12.05,200.3534

0,12.72,200.7666

0,13.39,201.0959

0,14.06,200.8728

0,14.73,200.4235

0,15.39,199.9308

0,16.06,199.1539

0,16.73,199.6278

0,17.40,200.3079

0,18.07,200.2869

0,18.74,199.9072

0,19.41,199.7831

0,20.08,199.4614

0,20.75,198.6542

0,21.42,198.7738

0,22.09,198.61

0,22.76,198.4181

0,23.43,198.552

0,24.10,198.8014

0,24.76,198.8251

0,25.43,198.3146

0,26.10,198.4199

0,26.77,198.1026

0,27.44,198.5069

0,28.11,198.7233

0,28.78,198.83

0,29.45,198.5408

0,30.12,198.1397

0,30.79,197.573

0,31.46,196.9929

0,32.13,196.6176

0,32.80,196.2209

0,33.47,195.6069

0,34.14,195.0915

0,34.80,195.3641

0,35.47,196.0995

0,36.14,196.1343

0,36.81,195.6934

0,37.48,195.6479

0,38.15,196.506

0,38.82,197.0527

0,39.49,196.9045

0,40.16,195.888

0,40.83,195.7296

0,41.50,195.7523

0,42.17,196.0812

0,42.84,196.4087

0,43.51,196.9246

0,44.18,197.8278

0,44.84,197.6671

0,45.51,197.2753

0,46.18,196.8068

0,46.85,197.2316

0,47.52,197.8648

0,48.19,198.1214

0,48.86,198.1022

0,49.53,197.7207

0,50.20,197.0228

0,50.87,196.967

0,51.54,196.8697

0,52.21,197.2856

0,52.88,197.7327

0,53.55,197.7849

0,54.22,198.2035

0,54.88,197.7193

0,55.55,197.4949

0,56.22,197.618

0,56.89,197.3614

0,57.56,198.1776

0,58.23,198.3664

0,58.90,198.0361

0,59.57,198.0491

0,60.24,197.6859

0,60.91,197.6145

0,61.58,197.8251

0,62.25,197.1767

0,62.92,197.0884

0,63.59,197.7599

0,64.25,198.2155

0,64.92,198.5578

0,65.59,199.4752

0,66.26,200.0598

0,66.93,199.909

0,67.60,199.274

0,68.27,198.5962

0,68.94,198.7166

0,69.61,198.905

0,70.28,198.9282

0,70.95,198.9108

0,71.62,199.2343

0,72.29,199.1548

0,72.96,199.568

0,73.63,199.5734

0,74.29,199.3681

0,74.96,199.0852

0,75.63,199.0375

0,76.30,198.7211

0,76.97,198.3079

0,77.64,198.2521

0,78.31,198.7149

0,78.98,199.1941

0,79.65,199.0268

0,80.32,198.5895

0,80.99,198.2664

0,81.66,198.3485

0,82.33,198.5207

0,83.00,199.2271

0,83.67,200.2392

0,84.33,200.8068

