 ,Area,Mean,Min,Max,Angle,Length
1,0.447992661,196.000000000,196.000000000,196.000000000,0,0.041832659
2,0.447992661,189.333328247,189.333328247,189.333328247,0,0.041832659
3,0.447992661,138.666671753,138.666671753,138.666671753,0,0.041832659
4,0.447992661,196.666671753,196.666671753,196.666671753,0,0.041832659
5,0.447992661,178.666671753,178.666671753,178.666671753,0,0.041832659
6,0.447992661,200.000000000,200.000000000,200.000000000,0,0.041832659
7,0.447992661,176.000000000,176.000000000,176.000000000,0,0.041832659
8,0.447992661,197.000000000,197.000000000,197.000000000,0,0.041832659
9,0.447992661,159.666671753,159.666671753,159.666671753,0,0.041832659
10,0.447992661,187.000000000,187.000000000,187.000000000,0,0.041832659
11,0.447992661,212.333328247,212.333328247,212.333328247,0,0.041832659
12,0.447992661,206.000000000,206.000000000,206.000000000,0,0.041832659
13,0.447992661,202.666671753,202.666671753,202.666671753,0,0.041832659
14,0.447992661,174.666671753,174.666671753,174.666671753,0,0.041832659
15,0.447992661,211.666671753,211.666671753,211.666671753,0,0.041832659
16,0.447992661,209.666671753,209.666671753,209.666671753,0,0.041832659
17,0.447992661,204.000000000,204.000000000,204.000000000,0,0.000000000
18,3.135948624,206.238093785,203.333328247,208.333328247,0,4.015935231
19,0.447992661,216.981475830,216.981475830,216.981475830,180,0.097609537
20,0.447992661,217.993057251,217.993057251,217.993057251,0,0.062748988
21,0.447992661,211.000000000,211.000000000,211.000000000,0,0.062748988
22,0.447992661,211.666671753,211.666671753,211.666671753,0,0.062748988
23,0.447992661,206.000000000,206.000000000,206.000000000,0,0.062748988
24,0.447992661,137.666671753,137.666671753,137.666671753,0,0.062748988
25,0.447992661,175.333328247,175.333328247,175.333328247,0,0.062748988
26,0.447992661,156.000000000,156.000000000,156.000000000,0,0.062748988
27,0.447992661,153.666671753,153.666671753,153.666671753,0,0.062748988
28,0.447992661,187.666671753,187.666671753,187.666671753,0,0.062748988
29,0.447992661,207.666671753,207.666671753,207.666671753,0,0.062748988
30,0.447992661,208.333328247,208.333328247,208.333328247,0,0.062748988
31,0.447992661,201.333328247,201.333328247,201.333328247,0,0.062748988
32,0.447992661,201.333328247,201.333328247,201.333328247,0,0.062748988
33,0.447992661,185.666671753,185.666671753,185.666671753,0,0.062748988
34,0.447992661,187.666671753,187.666671753,187.666671753,0,0.062748988
35,0.447992661,195.000000000,195.000000000,195.000000000,0,0.062748988
36,0.447992661,198.666671753,198.666671753,198.666671753,0,0.062748988
37,0.447992661,200.000000000,200.000000000,200.000000000,0,0.062748988
38,0.447992661,201.000000000,201.000000000,201.000000000,0,0.062748988
39,0.447992661,201.000000000,201.000000000,201.000000000,0,0.062748988
40,0.447992661,194.666671753,194.666671753,194.666671753,0,0.062748988
41,0.447992661,203.000000000,203.000000000,203.000000000,0,0.062748988
42,0.447992661,205.666671753,205.666671753,205.666671753,0,0.062748988
43,0.447992661,195.333328247,195.333328247,195.333328247,0,0.062748988
44,0.447992661,187.666671753,187.666671753,187.666671753,0,0.062748988
45,0.447992661,195.666671753,195.666671753,195.666671753,0,0.062748988
46,0.447992661,202.666671753,202.666671753,202.666671753,0,0.062748988
47,0.447992661,201.000000000,201.000000000,201.000000000,0,0.062748988
48,0.447992661,201.666671753,201.666671753,201.666671753,0,0.062748988
49,0.447992661,204.000000000,204.000000000,204.000000000,0,0.062748988
50,0.447992661,207.333328247,207.333328247,207.333328247,0,0.062748988
51,0.447992661,209.666671753,209.666671753,209.666671753,0,0.062748988
52,0.447992661,210.333328247,210.333328247,210.333328247,0,0.062748988
53,0.447992661,214.000000000,214.000000000,214.000000000,0,0.062748988
54,0.447992661,216.333328247,216.333328247,216.333328247,0,0.062748988
55,0.447992661,213.333328247,213.333328247,213.333328247,0,0.062748988
56,0.447992661,210.333328247,210.333328247,210.333328247,0,0.062748988
57,0.447992661,206.333328247,206.333328247,206.333328247,0,0.062748988
58,0.447992661,205.000000000,205.000000000,205.000000000,0,0.062748988
59,0.447992661,201.666671753,201.666671753,201.666671753,0,0.062748988
60,0.447992661,199.333328247,199.333328247,199.333328247,0,0.062748988
