 ,Area,Mean,Min,Max,Angle,Length
1,190.141201295,203.588553023,160.907943726,254.000000000,179.454342407,282.270865045
2,182.914932362,235.415727328,150.343231201,255.000000000,178.298645395,271.625119980
3,185.173141404,210.406384352,166.212310791,252.915466309,-176.074092296,274.838478301
4,182.914932362,221.025791083,174.858078003,253.514846802,-179.432733590,271.518683800
5,188.334634062,229.059259794,161.256408691,254.442306519,179.449096021,279.582816078
6,195.560902995,196.906851788,148.000000000,236.666671753,180.000000000,290.322580645
7,200.980604694,238.899625080,172.666671753,255.000000000,180.000000000,298.387096774
8,197.367470228,228.336419217,174.685012817,255.000000000,179.474365394,293.023083493
9,193.754335761,240.203573694,166.333328247,255.000000000,180.000000000,287.634408602
10,201.432246502,239.769142869,183.948440552,255.000000000,-176.391531147,298.979843299
11,206.400306394,227.273024144,188.327484131,255.000000000,-178.994913995,306.498770188
12,197.367470228,215.860551812,161.397552490,254.614685059,179.474365394,293.023083493
13,202.787171927,223.617250676,162.470230103,252.794647217,177.443849921,301.375138684
14,191.947768528,233.806230074,188.459121704,255.000000000,-177.838920512,285.149045294
15,195.560902995,220.808898327,179.000000000,254.000000000,178.939088310,290.372357342
16,206.400306394,240.187025776,190.070175171,255.000000000,-177.488636733,306.746226993
17,219.046277026,228.307193276,174.440765381,254.311294556,-179.053048553,325.313246766
18,235.305382125,222.720960416,165.143600464,255.000000000,179.559271927,349.472704562
19,235.757023933,244.164869082,185.455245972,255.000000000,177.357454706,349.834376021
20,224.465978726,243.306104909,200.827957153,255.000000000,179.075954647,333.376688127
21,269.630159556,219.359167128,168.161071777,255.000000000,178.846549549,400.618812586
22,255.177621690,219.869026144,178.333328247,255.000000000,180.000000000,379.032258065
23,275.049861256,227.423044139,159.850875854,255.000000000,179.623059520,408.610993113
24,289.502399121,246.687987543,199.333328247,254.333328247,180.000000000,430.107526882
25,300.341802521,225.794981488,156.536148071,253.771087646,178.274745125,446.438935843
26,291.308966354,232.559611783,162.575561523,254.863357544,179.288287794,432.829091078
27,287.695831888,223.478424887,169.100631714,255.000000000,-179.279336377,427.453166986
28,293.115533588,239.998458674,177.944442749,255.000000000,178.939088310,435.558536013
29,273.694935831,242.868745584,189.345550537,255.000000000,-176.589055045,406.634339082
30,271.436726789,246.201127622,192.355560303,255.000000000,-178.090847567,403.449758597
31,308.019713262,217.483712965,161.271179199,255.000000000,-177.305715710,457.494976333
32,223.111053301,232.998244714,192.931594849,255.000000000,-176.742778059,331.180177339
33,230.337322234,224.427276611,158.714828491,255.000000000,-176.845157135,341.916040564
34,262.403890623,239.932126490,166.724136353,255.000000000,-178.419827527,389.933230971
35,226.272545959,236.865761610,181.365325928,253.527999878,1.832839506,336.193504367
36,200.980604694,226.477673203,186.159149170,254.675674438,-178.967755308,298.435528376
37,206.400306394,224.041011852,176.134506226,252.736846924,-178.994913995,306.498770188
38,191.947768528,235.721346077,176.194976807,253.698120117,-177.838920512,285.149045294
39,184.721499595,211.183326068,129.980392456,249.153594971,-179.438294667,274.206725384
40,242.531651058,247.521363953,184.104476929,254.753738403,-179.572427493,360.225084116
41,220.852844259,236.598734382,179.453552246,254.950820923,-179.060809054,328.001054681
42,175.688663429,230.478095675,186.508590698,254.742263794,-178.818811087,260.808108510
43,213.626575327,239.629447631,180.333328247,255.000000000,-177.573664168,317.488937357
44,217.239709793,241.949277438,190.300003052,255.000000000,-179.522546223,322.591845684
45,219.497918835,216.675332403,166.000000000,254.000000000,-176.689058485,325.812661852
46,199.174037461,228.318786656,180.418182373,253.218185425,178.437775083,295.808874964
47,184.721499595,236.153194922,167.000000000,253.764709473,178.315315682,274.312118576
48,221.304486068,233.750927610,190.000000000,253.212905884,176.716137712,328.496383502
49,211.820008093,238.914147123,193.193725586,253.991455078,179.020680346,314.562077335
50,215.433142560,234.762514958,184.352935791,253.991592407,178.555874469,319.994110537
51,182.914932362,243.736763321,187.217819214,253.960403442,178.865578369,271.558602256
52,199.174037461,215.934240155,163.333328247,253.000000000,180.000000000,295.698924731
53,226.724187767,231.601820927,181.740921021,253.000000000,-177.251911820,336.408379439
54,108.845675801,229.511964473,178.733337402,251.866668701,-177.137594774,161.491809633
55,152.203289398,230.567436830,179.000000000,253.702377319,-177.954591511,225.950414937
56,181.560006937,237.075968690,178.694778442,253.687149048,-175.995827059,269.475001635
57,186.979708637,237.494598794,178.722381592,253.318008423,-176.112090439,277.520403369
58,192.399410336,237.599961438,178.748474121,253.000000000,-176.221802293,285.566883421
59,196.012544803,237.825963842,178.765075684,253.000000000,-176.291571843,290.931758339
60,285.889264655,241.457858961,186.666671753,255.000000000,-178.912236160,424.807737758
