 ,Area,Mean,Min,Max,Angle,Length
1,0.451639987,196.135421753,196.135421753,196.135421753,0,0.042002603
2,0.451639987,196.135421753,196.135421753,196.135421753,180,0.021001302
3,0.451639987,225.250000000,225.250000000,225.250000000,180,0.021001302
4,0.451639987,217.510421753,217.510421753,217.510421753,180,0.021001302
5,0.451639987,236.635421753,236.635421753,236.635421753,180,0.021001302
6,0.451639987,235.072921753,235.072921753,235.072921753,180,0.021001302
7,0.451639987,235.072921753,235.072921753,235.072921753,180,0.021001302
8,0.451639987,235.072921753,235.072921753,235.072921753,180,0.021001302
9,0.451639987,237.729171753,237.729171753,237.729171753,180,0.021001302
10,0.451639987,237.729171753,237.729171753,237.729171753,180,0.021001302
11,0.451639987,237.729171753,237.729171753,237.729171753,180,0.021001302
12,0.451639987,237.729171753,237.729171753,237.729171753,180,0.021001302
13,0.451639987,242.031250000,242.031250000,242.031250000,180,0.021001302
14,0.451639987,224.093750000,224.093750000,224.093750000,180,0.021001302
15,0.451639987,221.968750000,221.968750000,221.968750000,180,0.021001302
16,0.451639987,223.968750000,223.968750000,223.968750000,180,0.021001302
17,0.451639987,231.000000000,231.000000000,231.000000000,180,0.021001302
18,0.451639987,227.333328247,227.333328247,227.333328247,180,0.021001302
19,0.451639987,238.958328247,238.958328247,238.958328247,180,0.021001302
20,0.451639987,231.031250000,231.031250000,231.031250000,180,0.021001302
21,0.451639987,227.593750000,227.593750000,227.593750000,180,0.021001302
22,0.451639987,235.937500000,235.937500000,235.937500000,180,0.021001302
23,0.451639987,233.666671753,233.666671753,233.666671753,180,0.021001302
24,0.451639987,217.718750000,217.718750000,217.718750000,180,0.021001302
25,0.451639987,219.729171753,219.729171753,219.729171753,180,0.021001302
26,0.451639987,235.625000000,235.625000000,235.625000000,180,0.021001302
27,0.451639987,231.031250000,231.031250000,231.031250000,180,0.021001302
28,0.451639987,236.718750000,236.718750000,236.718750000,180,0.021001302
29,0.451639987,234.052078247,234.052078247,234.052078247,180,0.021001302
30,0.451639987,247.322906494,247.322906494,247.322906494,180,0.021001302
31,0.451639987,233.802093506,233.802093506,233.802093506,180,0.021001302
32,0.451639987,156.895828247,156.895828247,156.895828247,180,0.021001302
33,0.451639987,221.687500000,221.687500000,221.687500000,180,0.021001302
34,0.451639987,227.520828247,227.520828247,227.520828247,180,0.021001302
35,0.451639987,235.677093506,235.677093506,235.677093506,180,0.021001302
36,0.451639987,235.656250000,235.656250000,235.656250000,180,0.021001302
37,0.451639987,245.281250000,245.281250000,245.281250000,180,0.021001302
38,0.451639987,214.031250000,214.031250000,214.031250000,180,0.021001302
39,0.451639987,237.697921753,237.697921753,237.697921753,180,0.021001302
40,0.451639987,242.864578247,242.864578247,242.864578247,180,0.021001302
41,0.451639987,214.322906494,214.322906494,214.322906494,180,0.021001302
42,0.451639987,248.666671753,248.666671753,248.666671753,180,0.021001302
43,0.451639987,242.760421753,242.760421753,242.760421753,180,0.021001302
44,0.451639987,247.666671753,247.666671753,247.666671753,180,0.021001302
45,0.451639987,247.666671753,247.666671753,247.666671753,180,0.021001302
46,0.451639987,246.666671753,246.666671753,246.666671753,180,0.021001302
47,0.451639987,246.666671753,246.666671753,246.666671753,180,0.021001302
48,0.451639987,245.666671753,245.666671753,245.666671753,180,0.021001302
49,0.451639987,246.666671753,246.666671753,246.666671753,180,0.021001302
50,0.451639987,245.697921753,245.697921753,245.697921753,180,0.021001302
51,0.451639987,187.197921753,187.197921753,187.197921753,180,0.021001302
52,0.451639987,245.020828247,245.020828247,245.020828247,180,0.021001302
53,0.451639987,228.000000000,228.000000000,228.000000000,180,0.021001302
54,0.451639987,230.958328247,230.958328247,230.958328247,180,0.021001302
55,0.451639987,153.052078247,153.052078247,153.052078247,180,0.021001302
56,0.451639987,232.041671753,232.041671753,232.041671753,180,0.021001302
57,0.451639987,213.989578247,213.989578247,213.989578247,180,0.021001302
58,0.451639987,233.708343506,233.708343506,233.708343506,180,0.021001302
59,0.451639987,233.708343506,233.708343506,233.708343506,180,0.021001302
60,0.451639987,233.708343506,233.708343506,233.708343506,180,0.021001302
