 ,Area,Mean,Min,Max,Angle,Length
1,164.657313311,189.664467395,67.536231995,252.333328247,-177.510447078,246.056729254
2,172.689377375,200.787309435,105.071556091,245.151123047,-174.644174957,257.637298202
3,180.721441439,210.093443845,70.544555664,251.019805908,-179.432733590,269.885766091
4,246.762857076,219.874168824,102.400970459,253.217391968,-179.584820459,368.746417050
5,236.053438324,226.999641981,149.159088135,254.575759888,-179.565949368,352.714825086
6,232.483632074,221.973768648,66.000000000,255.000000000,180.000000000,347.360693332
7,246.762857076,220.429776969,67.333335876,255.000000000,180.000000000,368.736735999
8,244.977953951,207.970249107,61.333332062,255.000000000,180.000000000,366.064730665
9,253.902469578,204.665091369,67.798126221,255.000000000,-179.596515265,379.434165685
10,203.925182069,201.355215661,137.666671753,255.000000000,180.000000000,304.608607999
11,202.140278943,201.557516372,139.191741943,254.646011353,-177.972677299,302.125711963
12,189.645957066,202.725090772,48.666667938,247.955963135,-178.919075813,283.282976041
13,181.167667221,202.601494474,79.000000000,254.935806274,-176.600285841,270.348318241
14,181.167667221,202.601494474,79.000000000,254.935806274,-176.600285841,270.348318241
15,186.076150815,205.569145203,90.666664124,255.000000000,180.000000000,277.888554666
16,175.812957845,190.129338744,109.304847717,254.278472900,-176.496468355,262.346840104
17,161.087507061,197.824869446,92.000000000,255.000000000,-178.090847567,240.614043175
18,134.313960181,194.303433516,107.333335876,252.666671753,180.000000000,200.400399999
19,137.883766431,199.703063619,95.246757507,254.922073364,179.255940797,205.761760618
20,155.732797685,194.535212563,71.551719666,255.000000000,-178.683087594,232.525881296
21,157.517700810,210.017920000,100.666664124,255.000000000,178.698047327,235.197188886
22,143.238475807,218.982359604,141.095825195,254.341659546,179.283840055,213.777126047
23,164.657313311,222.545000319,127.333328247,254.695648193,179.377244313,245.839012005
24,171.796925813,222.688789923,95.625000000,255.000000000,-179.403190549,256.526428316
25,164.657313311,218.499234145,77.246376038,255.000000000,179.377244313,245.839012005
26,195.000666442,217.511060073,100.666664124,255.000000000,180.000000000,291.248581332
27,173.581828938,214.788929584,69.701034546,254.642608643,179.409342785,259.198290190
28,103.970607050,201.247496642,170.666671753,247.333328247,180.000000000,154.976309333
29,96.830994549,208.820276287,163.333328247,255.000000000,180.000000000,144.288287999
30,129.405476586,191.829609207,117.666664124,254.664047241,-176.027504059,192.847715878
31,116.464928928,183.219687042,144.497436523,253.128204346,-179.118596003,173.700899337
32,103.970607050,198.040229765,149.114944458,253.000000000,-179.012239600,154.999342150
33,141.453572682,195.975455299,136.236297607,245.122360229,-178.549783709,211.156056202
34,137.883766431,203.372967273,143.445892334,254.787887573,-178.512132471,205.813801700
35,111.110219552,194.157857320,147.215057373,255.000000000,179.075954647,165.685877695
36,103.970607050,209.562306089,169.356323242,255.000000000,177.039063866,155.183481617
37,114.680025802,195.963683845,130.666671753,255.000000000,180.000000000,171.008341333
38,152.162991434,194.852211480,61.486274719,253.137252808,-177.978635060,227.261868413
39,137.883766431,201.692948919,113.428573608,243.177490234,-177.768825392,205.900507607
40,173.581828938,209.032102982,90.384880066,253.597946167,-179.409342785,259.198290190
41,170.012022687,209.540885104,91.098243713,255.000000000,-178.793951221,253.896753178
42,164.657313311,222.477868264,131.666671753,255.000000000,180.000000000,245.824490666
43,159.302603935,205.581070000,49.569290161,255.000000000,-178.712671058,237.868512151
44,156.179023466,212.691698129,150.333328247,254.988540649,-176.710757322,232.848056326
45,177.597860970,195.865349027,78.937202454,251.985412598,-175.955514426,265.188957421
46,190.538408629,201.622668925,57.568870544,254.028167725,-175.146903613,284.251639709
47,184.291247690,220.758261027,175.410995483,253.388351440,179.443747773,275.229519926
48,186.076150815,198.249769215,112.102561951,250.384613037,-177.797401838,278.094017581
49,198.570472693,185.746816794,88.000000000,247.333328247,180.000000000,296.592591999
50,195.000666442,173.217391540,47.666667938,253.000000000,180.000000000,291.248581332
51,200.801601599,219.163893195,97.480445862,255.000000000,-175.405746669,300.229258782
52,162.872410186,224.809473158,147.087921143,255.000000000,-179.370401392,243.167166237
53,177.151635189,218.833676643,108.848487854,255.000000000,-178.842666932,264.582502398
54,141.453572682,203.288702691,138.594940186,255.000000000,-177.101423201,211.358830950
55,147.254507839,202.723544496,98.756599426,254.492858887,-176.510675094,219.511377316
56,150.824314090,221.908468980,61.763450623,255.000000000,-176.593556245,224.845716263
57,200.355375818,207.646423357,76.238098145,255.000000000,-179.488444133,299.276525690
58,223.559116447,202.951882703,111.962661743,255.000000000,-178.625165219,334.096845010
59,209.279891444,200.971194269,129.769226074,255.000000000,179.020680346,312.670295967
60,200.355375818,204.188580112,81.214286804,253.101196289,-178.976969811,299.312307910
