 ,Area,Mean,Min,Max,Angle,Length
1,4.064776275,249.333328247,249.333328247,249.333328247,0,0.063004032
2,4.064776275,250.000000000,250.000000000,250.000000000,0,0.063004032
3,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
4,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
5,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
6,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
7,4.064776275,251.333328247,251.333328247,251.333328247,0,0.063004032
8,4.064776275,250.666671753,250.666671753,250.666671753,0,0.063004032
9,4.064776275,252.666671753,252.666671753,252.666671753,0,0.063004032
10,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
11,4.064776275,248.666671753,248.666671753,248.666671753,0,0.063004032
12,4.064776275,250.000000000,250.000000000,250.000000000,0,0.063004032
13,4.064776275,253.000000000,253.000000000,253.000000000,0,0.063004032
14,4.064776275,253.000000000,253.000000000,253.000000000,0,0.063004032
15,4.064776275,252.000000000,252.000000000,252.000000000,0,0.063004032
16,4.064776275,251.000000000,251.000000000,251.000000000,0,0.063004032
17,4.064776275,252.000000000,252.000000000,252.000000000,0,0.063004032
18,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
19,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
20,4.064776275,253.333328247,253.333328247,253.333328247,0,0.063004032
21,4.064776275,251.666671753,251.666671753,251.666671753,0,0.063004032
22,4.064776275,248.666671753,248.666671753,248.666671753,0,0.063004032
23,4.064776275,247.666671753,247.666671753,247.666671753,0,0.063004032
24,4.064776275,243.333328247,243.333328247,243.333328247,0,0.063004032
25,4.064776275,224.666671753,224.666671753,224.666671753,0,0.063004032
26,4.064776275,221.666671753,221.666671753,221.666671753,0,0.063004032
27,4.064776275,245.000000000,245.000000000,245.000000000,0,0.063004032
28,4.064776275,249.666671753,249.666671753,249.666671753,0,0.063004032
29,4.064776275,253.333328247,253.333328247,253.333328247,0,0.063004032
30,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
31,4.064776275,251.000000000,251.000000000,251.000000000,0,0.063004032
32,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
33,4.064776275,254.000000000,254.000000000,254.000000000,0,0.063004032
34,4.064776275,245.666671753,245.666671753,245.666671753,0,0.063004032
35,4.064776275,251.333328247,251.333328247,251.333328247,0,0.063004032
36,4.064776275,248.000000000,248.000000000,248.000000000,0,0.063004032
37,4.064776275,250.000000000,250.000000000,250.000000000,0,0.063004032
38,4.064776275,249.333328247,249.333328247,249.333328247,0,0.063004032
39,4.064776275,246.333328247,246.333328247,246.333328247,0,0.063004032
40,4.064776275,241.333328247,241.333328247,241.333328247,0,0.063004032
41,4.064776275,220.000000000,220.000000000,220.000000000,0,0.063004032
42,4.064776275,193.333328247,193.333328247,193.333328247,0,0.063004032
43,4.064776275,250.333328247,250.333328247,250.333328247,0,0.063004032
44,4.064776275,255.000000000,255.000000000,255.000000000,0,0.063004032
45,4.064776275,255.000000000,255.000000000,255.000000000,0,0.063004032
46,4.064776275,255.000000000,255.000000000,255.000000000,0,0.063004032
47,4.064776275,254.333328247,254.333328247,254.333328247,0,0.063004032
48,4.064776275,253.666671753,253.666671753,253.666671753,0,0.063004032
49,4.064776275,253.666671753,253.666671753,253.666671753,0,0.063004032
50,4.064776275,254.333328247,254.333328247,254.333328247,0,0.063004032
51,4.064776275,255.000000000,255.000000000,255.000000000,0,0.063004032
52,4.064776275,251.000000000,251.000000000,251.000000000,0,0.063004032
53,4.064776275,255.000000000,255.000000000,255.000000000,0,0.063004032
54,4.064776275,254.333328247,254.333328247,254.333328247,0,0.063004032
55,4.064776275,250.666671753,250.666671753,250.666671753,0,0.063004032
56,4.064776275,255.000000000,255.000000000,255.000000000,0,0.063004032
57,4.064776275,250.666671753,250.666671753,250.666671753,0,0.063004032
58,4.064776275,247.000000000,247.000000000,247.000000000,0,0.063004032
59,4.064776275,242.000000000,242.000000000,242.000000000,0,0.063004032
60,4.064776275,249.666671753,249.666671753,249.666671753,0,0.063004032
