"","Position_um","Intensity_mean"
"1",0,230.66884
"2",0.67,230.66484
"3",1.33,230.88006
"4",2,230.98178
"5",2.67,231.23214
"6",3.33,231.31154
"7",4,231.54702
"8",4.67,231.57617
"9",5.33,231.71831
"10",6,231.74471
"11",6.67,231.76084
"12",7.33,231.80933
"13",8,231.7315
"14",8.67,231.84772
"15",9.33,231.7852
"16",10,231.92729
"17",10.67,231.63699
"18",11.33,231.66781
"19",12,231.17192
"20",12.67,231.30915
"21",13.33,230.76001
"22",14,230.79556
"23",14.67,230.39062
"24",15.33,230.48845
"25",16,230.29572
"26",16.67,230.38668
"27",17.33,230.43732
"28",18,230.4856
"29",18.67,230.69856
"30",19.33,230.75018
"31",20,231.02127
"32",20.67,231.02219
"33",21.33,231.23072
"34",22,231.29153
"35",22.67,231.46978
"36",23.33,231.56591
"37",24,231.67724
"38",24.67,231.72726
"39",25.33,231.57222
"40",26,231.6969
"41",26.67,231.52573
"42",27.33,231.63338
"43",28,231.45833
"44",28.67,231.49868
"45",29.33,231.33946
"46",30,231.41417
"47",30.67,231.3356
"48",31.33,231.40933
"49",32,231.30298
"50",32.67,231.31098
"51",33.33,231.22732
"52",34,231.28808
"53",34.67,231.20138
"54",35.33,231.30852
"55",36,231.31315
"56",36.67,231.39074
"57",37.33,231.49005
"58",38,231.51777
"59",38.67,231.47383
"60",39.33,231.56787
"61",40,231.37888
"62",40.67,231.43662
"63",41.33,231.13902
"64",42,231.20904
"65",42.67,231.06072
"66",43.33,231.12804
"67",44,231.06364
"68",44.67,231.1232
"69",45.33,231.06551
"70",46,231.11857
"71",46.67,231.12889
"72",47.33,231.18702
"73",48,231.30182
"74",48.67,231.30498
"75",49.33,231.31331
"76",50,231.32279
"77",50.67,231.42346
"78",51.33,231.35372
"79",52,231.47791
"80",52.67,231.59054
"81",53.33,231.63518
"82",54,231.69869
"83",54.67,231.45893
"84",55.33,231.53708
"85",56,231.32041
"86",56.67,231.40715
"87",57.33,231.10867
"88",58,231.16932
"89",58.67,230.95992
"90",59.33,231.06284
"91",60,231.06884
"92",60.67,231.31751
"93",61.33,231.31902
"94",62,231.37062
"95",62.67,231.34057
